"","user_id","status_id"
"1","90604912","1171503902547574789"
"2","2173937230","1171503734859259909"
"3","627040932","1171503084582817797"
"4","240758461","1171501761917440005"
"5","1405277396","1171286693770645507"
"6","1405277396","1171501715373219841"
"7","1949549732","1171501365710819329"
"8","3681082217","1171501170109476867"
"9","133786771","1171500411288580097"
"10","21106016","1171500112398315522"
"11","840586536399835138","1171499582582218752"
"12","1139082081735270400","1171498644278669317"
"13","342289303","1171497445747937280"
"14","598079885","1171406690731864066"
"15","598079885","1171209896735518726"
"16","598079885","1171392553620561920"
"17","598079885","1171202540677074945"
"18","598079885","1171295312377520128"
"19","598079885","1171181877979467777"
"20","598079885","1171388156857524234"
"21","598079885","1171387455335010304"
"22","598079885","1171383723440390144"
"23","598079885","1171383512659898369"
"24","598079885","1171388498949083137"
"25","598079885","1171406230037962752"
"26","598079885","1171415466763542528"
"27","598079885","1171416052892409856"
"28","30827920","1171497327388815360"
"29","3762755057","1171209138401173504"
"30","3762755057","1171211429841645568"
"31","3762755057","1171208883341275137"
"32","3762755057","1171208819491446785"
"33","3762755057","1171415043570880517"
"34","393173692","1171496956666867719"
"35","168912732","1171495763961999367"
"36","335677557","1171495287245832193"
"37","45990277","1171494664689471488"
"38","265559945","1171494272547164161"
"39","261545265","1171494217601843200"
"40","14781818","1171494077864394755"
"41","1296826640","1171492593055621120"
"42","3247642671","1171492536516370432"
"43","150039956","1171492463380332544"
"44","1588674770","1171492348548665344"
"45","18410315","1171489853323673601"
"46","25219525","1171489308332584968"
"47","25219525","1171489031919558656"
"48","1110153836","1171489059333476352"
"49","14347598","1171488721520095232"
"50","8162322","1171488229586952194"
"51","1161290911831265281","1171488227661770752"
"52","993549140587110400","1171488055871410176"
"53","65677120","1171487277094096904"
"54","755696547862499328","1171218436581666816"
"55","755696547862499328","1171487042431176705"
"56","126425769","1171218108989788161"
"57","126425769","1171486958620573698"
"58","126425769","1171219614858186756"
"59","126425769","1171220221572653061"
"60","102746273","1171486918875348993"
"61","488765588","1171486173992112128"
"62","488765588","1171226761855737857"
"63","523623991","1171485574022086658"
"64","14151724","1171485416555302926"
"65","856861077384175621","1171466250989400067"
"66","856861077384175621","1171485178423734274"
"67","3631726276","1171483947575832584"
"68","990838440949436416","1171483670617546759"
"69","3486587956","1171202082323488768"
"70","3486587956","1171472288815861760"
"71","3486587956","1171386503710334976"
"72","3486587956","1171341606231924736"
"73","3486587956","1171390561561063425"
"74","3486587956","1171188218806640642"
"75","291856927","1171482956247916544"
"76","1128481124416618496","1171257854541672448"
"77","1128481124416618496","1171291112289591296"
"78","824374563316318208","1171481846892257280"
"79","15891841","1171212016838684672"
"80","15891841","1171481192798908419"
"81","15891841","1171419250055090177"
"82","245925807","1171480935348355072"
"83","303627356","1171479785765142530"
"84","184567235","1171479621327474688"
"85","1161712468974084101","1171336198683549698"
"86","1161712468974084101","1171393272859766784"
"87","1161712468974084101","1171411183854870528"
"88","1161712468974084101","1171384084402245632"
"89","1161712468974084101","1171479078244777984"
"90","131031011","1171430968973938691"
"91","131031011","1171411495797829632"
"92","131031011","1171478426873520128"
"93","22482883","1171477150576201728"
"94","1230271051","1171475788173938689"
"95","20124419","1171475021375557634"
"96","69071847","1171474379508600833"
"97","76651691","1171473578069385216"
"98","529484343","1171473479343886339"
"99","712781907814170624","1171472825950953481"
"100","36273828","1171177444113604608"
"101","36273828","1171222619099713536"
"102","36273828","1171471934166425600"
"103","65098547","1171471097595756544"
"104","65098547","1171417054831894529"
"105","65098547","1171471707288137728"
"106","2951512073","1171471624819765249"
"107","1167546271","1171471165228908544"
"108","2306816049","1171470991236558855"
"109","344376328","1171470154258976770"
"110","282624603","1171469976382791680"
"111","91796960","1171469871684571136"
"112","137689535","1171469035298381824"
"113","736004290532233216","1171468892381728770"
"114","392314092","1171467761517649921"
"115","18206435","1171321812845826048"
"116","18206435","1171265598745206784"
"117","18206435","1171266991694499840"
"118","18206435","1171321885981908992"
"119","18206435","1171268479946756096"
"120","555576545","1171465392033685506"
"121","555576545","1171209238686904320"
"122","47121287","1171464622378893312"
"123","902782337376813057","1171464615760257027"
"124","230945778","1171463283322130432"
"125","2915890961","1171462538271154179"
"126","95382124","1171462203276328960"
"127","86535275","1171462068383313923"
"128","3537384083","1171461822819340295"
"129","924921596602732544","1171460620203380738"
"130","454311887","1171459413732839425"
"131","68326294","1171458999545286663"
"132","22387347","1171426704767631361"
"133","22387347","1171215568243974145"
"134","22387347","1171181598366154753"
"135","22387347","1171458936773332994"
"136","22387347","1171167636044034049"
"137","22387347","1171160501772050433"
"138","822609486","1171458802576588801"
"139","1034856052360134656","1171435981670473730"
"140","445996563","1171457348784640000"
"141","4207307308","1171455754756190210"
"142","906945322789765120","1171455369345785856"
"143","476104613","1171454738480500737"
"144","2607488091","1171454564760862725"
"145","2734987091","1171454556577792001"
"146","1050028347378597890","1171453213737750529"
"147","433964978","1171452328127299585"
"148","833433597440835585","1171450829590556672"
"149","910124566231621632","1171449895456083973"
"150","305542390","1171203909899182081"
"151","375230087","1171449360409718785"
"152","72697426","1171448728051273729"
"153","827326042255790081","1171448624334557184"
"154","18753503","1171445055812333569"
"155","18753503","1171447647560847367"
"156","1710299030","1171208807764152322"
"157","724151550843719680","1171447007967186944"
"158","491055510","1171446922843803648"
"159","4568407997","1171446353441898497"
"160","2984861269","1171442268948975616"
"161","2984861269","1171247952276480000"
"162","2984861269","1171446107122987009"
"163","15551314","1171446095563517952"
"164","714830835950739456","1171445661385932801"
"165","818162925831647232","1171445135499857923"
"166","42912666","1171445075999506439"
"167","863204666","1171445001257025538"
"168","337762713","1171444489459601415"
"169","777997944624672768","1171444097820717057"
"170","346191793","1171443983496531973"
"171","17515749","1171443756563755008"
"172","252927061","1171443715518255104"
"173","927887827672723457","1171442603771846656"
"174","869838487171862530","1171442412788445185"
"175","21144558","1171442068045983744"
"176","1122591290703663110","1171441048159019008"
"177","2156789564","1171440873193623554"
"178","143525311","1171440560705400832"
"179","117087210","1171439923129286657"
"180","837738775069470720","1171439815889309697"
"181","935983545318699008","1171201431635988480"
"182","23323308","1171438979444441091"
"183","484346241","1171438391646285835"
"184","3335091994","1171437958588592128"
"185","14977429","1171437810936504321"
"186","215697382","1171194230880034816"
"187","215697382","1171437565183815680"
"188","49532208","1171437286069653506"
"189","49532208","1171436719914110978"
"190","1082663535371567104","1171437140984492033"
"191","822195526686883841","1171436726134304770"
"192","39764121","1171435682415251456"
"193","27554091","1171435051864580098"
"194","3653536392","1171244907203366912"
"195","3482862561","1171434489651720194"
"196","174881380","1171433018084315145"
"197","33146847","1171432885829505025"
"198","755243657515573248","1171432317035761665"
"199","777678720","1171432018363605000"
"200","33783830","1171431060795613190"
"201","847622226857701377","1171430859158614019"
"202","1000919492","1171383803601989632"
"203","1000919492","1171390032256667650"
"204","1000919492","1171430671526453254"
"205","48250155","1171430634050355203"
"206","1168578783114346496","1171430513053011970"
"207","139406341","1171429739514359810"
"208","609226662","1171429045961031680"
"209","16062247","1171428693836615681"
"210","370751190","1171428667034988544"
"211","949001998489341954","1171427336941637632"
"212","826906885227962370","1171426870233128960"
"213","68277622","1171426610572156929"
"214","448006810","1171425363974676480"
"215","852051944126513152","1171425303119314945"
"216","374566412","1171424314723328000"
"217","23321567","1171424288357801986"
"218","39838058","1171424277641383938"
"219","336044108","1171424170405765120"
"220","19044396","1171408519314182144"
"221","2268655708","1171423591759405057"
"222","469627145","1171423260862492673"
"223","469627145","1171423262145949696"
"224","18208368","1171422642232078336"
"225","220082618","1171422348378984454"
"226","3587511197","1171422074142957568"
"227","160462859","1171421719988453378"
"228","16793375","1171421272435232768"
"229","805798932672483330","1171419821252251648"
"230","805798932672483330","1171218660838522891"
"231","56905881","1171419612640157696"
"232","3346151638","1171419435900424192"
"233","4372690109","1171419417252642816"
"234","59470547","1171419140223111168"
"235","530803411","1171418330781143040"
"236","1892232427","1171417842295672833"
"237","23870428","1171417000431837185"
"238","2598442962","1171270572678008833"
"239","2598442962","1171416762639945729"
"240","1603654597","1171415818263023616"
"241","1625053992","1171415402729152512"
"242","1157772858074025986","1171415322068475904"
"243","1157772858074025986","1171225600683630592"
"244","2492062700","1171414500509192194"
"245","18501529","1171411932689195008"
"246","18501529","1171411406039801856"
"247","18501529","1171413961687928832"
"248","18501529","1171412684497203200"
"249","18501529","1171410372722642945"
"250","17593155","1171413026911739905"
"251","28856260","1171412753967452164"
"252","312220517","1171412667480887301"
"253","393797415","1171412488975519744"
"254","28368825","1171412153422745606"
"255","28368825","1171410450006847493"
"256","637321201","1171412036758249473"
"257","30714785","1171390592997310465"
"258","30714785","1171411834890608641"
"259","30714785","1171294646468861953"
"260","30714785","1171184601756315648"
"261","30714785","1171390594431758336"
"262","30714785","1171392873377542144"
"263","30714785","1171198166248673280"
"264","30714785","1171183930118197248"
"265","30714785","1171182923199975424"
"266","2382368168","1171179170027773959"
"267","2382368168","1171411765109895168"
"268","288985593","1171411385093447682"
"269","204612052","1171410698200637441"
"270","204612052","1171231865765867520"
"271","297622363","1171407858514235395"
"272","1231590638","1171407746807279617"
"273","18033917","1171407639638675462"
"274","778747433790562304","1171406607613345794"
"275","21970333","1171405342665859073"
"276","23035265","1171404605432958977"
"277","44740585","1171404073322590208"
"278","114589939","1171403937867608065"
"279","900455370925236227","1171403417950064641"
"280","91859255","1171402876289191938"
"281","1093266704","1171401943060815875"
"282","36683450","1171401250753134592"
"283","521842113","1171401037028237313"
"284","232023726","1171400338424893441"
"285","19422491","1171234442993643521"
"286","19422491","1171399813629468672"
"287","30479589","1171399238187704321"
"288","1022481720497635328","1171398680651468800"
"289","3009415727","1171375406072680448"
"290","3009415727","1171398452363845632"
"291","126946608","1171397916755468291"
"292","16650478","1171178565930496006"
"293","16650478","1171396786449211393"
"294","1105213040063119365","1171166911033479171"
"295","162204416","1171396140161482752"
"296","1884175531","1171395846715379713"
"297","573215250","1171395720928268288"
"298","3313098003","1171395599230525440"
"299","1213206794","1171395255385632771"
"300","32378319","1171395187890937858"
"301","1123401283","1171199483708940288"
"302","1123401283","1171394853466443776"
"303","17721062","1171394124613861378"
"304","36161186","1171393696039931904"
"305","1050552002361614336","1171393172959899648"
"306","951163939446054913","1171393092466950144"
"307","324643494","1171392545907257344"
"308","100568432","1171391261141549057"
"309","1260357936","1171389083081433088"
"310","848898778790858752","1171388783398391808"
"311","42336076","1171377142413873152"
"312","1860957163","1171388465788923904"
"313","10722542","1171388013743681536"
"314","21232507","1171387602689241088"
"315","499955286","1171387135867457536"
"316","15327054","1171386979252154368"
"317","946811431","1171386237048877057"
"318","414872676","1171385501540069376"
"319","14960059","1171384970348249088"
"320","17035269","1171384958923018240"
"321","918169810873315328","1171231358867398657"
"322","918169810873315328","1171384691741642753"
"323","918169810873315328","1171384514708463616"
"324","236583378","1171384243521499136"
"325","236583378","1171383372775665664"
"326","210990232","1171384200265633792"
"327","107282998","1171383881355931649"
"328","107282998","1171383967766986753"
"329","930460830222622720","1171383765358264320"
"330","160166070","1171383629337026561"
"331","471677441","1171382900501168128"
"332","471677441","1171171557357568001"
"333","374003821","1171382849905352712"
"334","33894059","1171382739523837953"
"335","951498317422358530","1171382348363063303"
"336","3390709383","1171382084805582849"
"337","4783895985","1171381460563103745"
"338","3421339079","1171228011338915840"
"339","3421339079","1171250300386185216"
"340","3421339079","1171381254077464576"
"341","353720586","1171380958332956674"
"342","1566056394","1171377453740306433"
"343","2435456396","1171377400560701440"
"344","2802479483","1171278723200495616"
"345","2802479483","1171377251964919808"
"346","819899732722065408","1171376248116908032"
"347","87869624","1171231439783776256"
"348","1053603721","1171374955163992065"
"349","138576398","1171374317734649858"
"350","289350525","1171373232504627200"
"351","3219510508","1171170751745011714"
"352","3219510508","1171171400624816133"
"353","3219510508","1171372069046632449"
"354","3219510508","1171372523516235779"
"355","3219510508","1171174466824617989"
"356","3219510508","1171371832408268800"
"357","2212669170","1171371836690636800"
"358","51827732","1171180339819110402"
"359","51827732","1171370145656258560"
"360","51827732","1171197980982030338"
"361","190876067","1171369970929999872"
"362","821538694276464640","1171368394605629440"
"363","17174695","1171368303065018369"
"364","1105175523834118146","1171368242390212608"
"365","540397056","1171367288391573504"
"366","111958389","1171204649216557057"
"367","803768894079070208","1171366126158327808"
"368","172372400","1171365816408793090"
"369","489725333","1171365664449335297"
"370","709395956","1171363654979268608"
"371","26132623","1171360519216869378"
"372","867734431322308608","1171359987014279168"
"373","1066109523759374336","1171357192617955328"
"374","164322116","1171354519931936769"
"375","1432040269","1171164727021658112"
"376","1432040269","1171354516312252416"
"377","1432040269","1171179302722953216"
"378","380256618","1171350723294060544"
"379","475487086","1171350301087023104"
"380","64928183","1171339102878425088"
"381","3114289754","1171336489998999553"
"382","1167764029","1171335743601610752"
"383","1167764029","1171186229766950913"
"384","1167764029","1171195995457314817"
"385","1347290743","1171334616097144832"
"386","956569393676324867","1171328254294265856"
"387","1030153106","1171326851563888640"
"388","307526256","1171321470804537344"
"389","28239343","1171317387125301248"
