"","user_id","status_id"
"1","1087163468271226881","1196840997013086208"
"2","2770280657","1196840996417527810"
"3","2727816221","1196840996300107777"
"4","2727816221","1196840695203545093"
"5","19749694","1196840995939328000"
"6","1123408204170498049","1196840994777554945"
"7","35238194","1196840994416791553"
"8","15878829","1196840994337099776"
"9","162779090","1196840993804443650"
"10","1126619413304754178","1196840993447960576"
"11","1095410759440449536","1196840990679748609"
"12","1095410759440449536","1196840992659427329"
"13","23723046","1196840992575545344"
"14","2905287981","1196840992311300097"
"15","736578002449014784","1196840992038670337"
"16","2699311548","1196840991245950977"
"17","1263142164","1196840990830661632"
"18","427645158","1196840990746857473"
"19","221370464","1196840990516154369"
"20","194800466","1196840990478340096"
"21","827177217419571200","1196840989815640070"
"22","1174177798111584256","1196840989530476545"
"23","228597543","1196840905120141312"
"24","228597543","1196840989148766209"
"25","816105961","1196840988892958720"
"26","2942407237","1196840988809019393"
"27","759098845","1196840988301332480"
"28","993710505297670144","1196840988297351168"
"29","1977538452","1196840987735265280"
"30","24801218","1196840987190079488"
"31","24801218","1196840624550494209"
"32","524524080","1196840986154094593"
"33","322734642","1196840985327620096"
"34","704813518424506371","1196840984014983168"
"35","238833592","1196840983863783424"
"36","3164227309","1196840983616458752"
"37","1056432185694138368","1196840983545167872"
"38","2363291040","1196840983490695170"
"39","2871512403","1196840983377383429"
"40","330577449","1196840983343837185"
"41","29902828","1196840982991572993"
"42","29902828","1196840609245470723"
"43","724151550843719680","1196840982878343171"
"44","3907540346","1196840982840512512"
"45","21629556","1196840982823587840"
"46","22998409","1196840982404317190"
"47","825636636927090688","1196840982119141376"
"48","1093880657649061888","1196840981280280582"
"49","2893009396","1196840981108338688"
"50","176698366","1196840857447653376"
"51","176698366","1196840980374343680"
"52","959226977461837824","1196840978738536449"
"53","1045029816536313856","1196840978662985728"
"54","1949737435","1196840978482696192"
"55","724011137675579392","1196840978344267776"
"56","65167191","1196840977975128064"
"57","887652321194323973","1196840977211830277"
"58","19199081","1196840976872026114"
"59","1151197552185880577","1196840976419115009"
"60","829766715550597122","1196840976058396674"
"61","1852313360","1196840975974502406"
"62","14600723","1196840975949283328"
"63","254676524","1196840975634710530"
"64","1115741726860140544","1196840974737137665"
"65","1112203700997623808","1196840974728728577"
"66","2880143012","1196840974246465537"
"67","15005806","1196840973977952259"
"68","464572353","1196840973927620609"
"69","2269565156","1196840973852123136"
"70","626794396","1196840973843795973"
"71","110575320","1196840973772288000"
"72","2644165827","1196840973562777601"
"73","1164475764","1196840973243965442"
"74","1053863278978457600","1196840971885039617"
"75","880572802595729408","1196840971587260417"
"76","1168428160502906880","1196840970333110272"
"77","704799559298449408","1196840970328911872"
"78","606356179","1196840969838190594"
"79","1078167900454899717","1196840969821442048"
"80","54576440","1196840969724977153"
"81","17891406","1196840969372606469"
"82","327022523","1196840969259360258"
"83","2356924361","1196840968722505729"
"84","2356924361","1196840807044648960"
"85","2842326411","1196840968550572032"
"86","634632716","1196840583807012864"
"87","634632716","1196840968529596416"
"88","634632716","1196840917711413248"
"89","998918710403457024","1196840968491847683"
"90","998918710403457024","1196840590752833536"
"91","60763718","1196840968462446595"
"92","772696441898827776","1196840968055672833"
"93","31048041","1196840967447498753"
"94","4492090634","1196840967204212736"
"95","4492090634","1196840898199465984"
"96","19252960","1196840966608564225"
"97","1020328250","1196840966050725888"
"98","1190364095406628864","1196840965220290560"
"99","2592793653","1196840965132165120"
"100","28104739","1196840963710365697"
"101","853869211382317056","1196840963408355328"
"102","1565927989","1196840963332816902"
"103","1142412682156527621","1196840962879819777"
"104","415165709","1196840962611404800"
"105","2167523641","1196840962477174785"
"106","1042571323879444481","1196840961944489995"
"107","788800262987214848","1196840961504161792"
"108","358863825","1196840960682004486"
"109","45713899","1196840960325509121"
"110","93071609","1196840831900102657"
"111","93071609","1196840960199667712"
"112","4924100891","1196840958459043845"
"113","2802704553","1196840958337437697"
"114","28936957","1196840957691469824"
"115","16097302","1196840957687336960"
"116","16097302","1196840598457720834"
"117","349950686","1196840957431418881"
"118","1634458435","1196840878536560640"
"119","1634458435","1196840957293010950"
"120","720707208","1196840956634566657"
"121","915210007565791234","1196840956206755840"
"122","614611339","1196840955917287424"
"123","2743034127","1196840955770474496"
"124","1028496005665308672","1196840955422265344"
"125","1028496005665308672","1196840803047366656"
"126","216935942","1196840955405623301"
"127","729882613423316992","1196840954612744193"
"128","4659971953","1196840954176659456"
"129","27585328","1196840953530716160"
"130","2912676765","1196840953249697793"
"131","337901105","1196840953199419393"
"132","240073224","1196840952968753152"
"133","72041194","1196840952876322816"
"134","469563172","1196840952297594880"
"135","147104414","1196840952024879104"
"136","24805275","1196840951471378432"
"137","378725336","1196840951395868672"
"138","2596793167","1196840700932960256"
"139","2596793167","1196840951165140993"
"140","1066744703406800896","1196840950976434178"
"141","32148675","1196840950288539648"
"142","3084184666","1196840950104035328"
"143","76356745","1196840949818761218"
"144","727663286968328193","1196840949785268225"
"145","20647092","1196840833607196673"
"146","20647092","1196840949680410626"
"147","1634512501","1196840948614995973"
"148","866322034980159488","1196840948589834240"
"149","398810277","1196840948506013696"
"150","4833653187","1196840947537076225"
"151","534977622","1196840946052325376"
"152","22870651","1196840945968242688"
"153","701582287","1196840945846669312"
"154","52487763","1196840545190060035"
"155","52487763","1196840945809014787"
"156","153926710","1196840944852537344"
"157","148607922","1196840944802258944"
"158","38163798","1196840943757848576"
"159","2943130204","1196840943493750785"
"160","128443018","1196840943405518848"
"161","24489138","1196840943216783360"
"162","147311915","1196840942990438406"
"163","22666219","1196840942927413248"
"164","1279148455","1196840942491381761"
"165","2460729427","1196840942302629888"
"166","149760032","1196840942256263168"
"167","180060504","1196840942021435392"
"168","3247642671","1196840598906392576"
"169","3247642671","1196840941904117765"
"170","3247642671","1196840741756125185"
"171","2752693991","1196840941732159488"
"172","565113283","1196840941329403910"
"173","3347046305","1196840884253462532"
"174","3347046305","1196840940704538632"
"175","240333966","1196840940658290688"
"176","435784820","1196840940238970880"
"177","196209579","1196840940234784769"
"178","737020843448926208","1196840939597250560"
"179","865360587529781248","1196840938452258817"
"180","2292497385","1196840937890177024"
"181","2369293591","1196840937848221696"
"182","3031018932","1196840937844039682"
"183","235339816","1196840937621770241"
"184","2526093084","1196840937432977411"
"185","199479685","1196840937286176769"
"186","718806535200059392","1196840937143570433"
"187","2775763694","1196840936304717829"
"188","4173342195","1196840935918907392"
"189","812889284353130496","1196840935151276038"
"190","2411626776","1196840934098509826"
"191","113195960","1196840933922394112"
"192","167810915","1196840933305786369"
"193","1059175822395891712","1196840933079339009"
